DBT1,DBT99,WHITE,BLACK,ASIAN,MIXED,OTHER_RACE,SDESCENT,OVER65,LIVESALONE,LARGEHOUSE,POVERTY,UNEMPLOYED,HIGHSCHOOL,RENT,ELPAY,NGPAY,LPGPAY,FOPAY,APARTMENT,MOBILE,YEARMADERANGE,THERMALMASS.WALL,THERMALMASS.ROOF,ADQINSUL,DRAFTY,WWR,TYPEGLASS,COOLTYPE,EQUIPM,HVAC_OPERATION,HVAC_MAINTENANCE,NUMFANS,OFFGRID,TEMPMA
83.4,24.5,1,0,0,0,0,0,0,0,0,0,-0.5,0,0,1,0,1,0,0,0,2009,0,0,3,1,1,2,1,1,1,0,3,0,0
91.2,5.1,1,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,1,0,2015,0.024,0,2,1,1,2,1,1,0,0,5,0,0
88.7,3.7,1,0,0,0,0,0,1,0,0,0,-1,0,0,1,1,0,0,1,0,1999,0.143,0,2,2,0.6,2,1,1,0,0,2,0,0
93.4,23.1,1,0,0,0,0,0,0,0,0,1,-0.5,1,0,1,1,0,0,0,0,1979,0,0,3,0,0.8571428571428571,2,1,1,0,1,4,0,0
87.4,32.1,1,0,0,0,0,0,0,0,0,0,-0,0,0,1,1,0,0,0,0,2009,0,0,3,0,2.2222222222222223,2,1,1,0,0,1,0,0
89.7,18,1,0,0,0,0,1,0,0,0,0,-1,0,1,1,0,0,0,1,0,1959,0.143,0,2,1,1,1,0.5,1,0,0,4,0,0
91.4,27.8,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1959,0,0,3,1,1.2,2,0.5,1,0,0,3,0,0
95.1,14.2,1,0,0,0,0,0,1,1,0,1,-0,1,0,0,0,0,0,0,1,2009,0.013,0.069,2,0,1.4285714285714286,2,1,1,0,0,1,0,0
88.3,12,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,0,0,0,0,1989,0.143,0.069,2,0,1.6666666666666667,2,1,1,1,0,3,0,0
86.5,7.4,1,0,0,0,0,0,0,1,0,0,-1,0,0,1,1,0,0,0,0,1969,0.143,0.069,1,1,1.6666666666666667,1,0.5,1,0,0,0,0,0
93,40.9,1,0,0,0,0,0,0,0,0,1,-1,0,1,1,0,0,0,0,0,2015,0.024,0.038,2,1,0.8571428571428571,1,1,1,1,0,4,0,0
88.5,10.3,1,0,0,0,0,0,1,1,0,1,-0,1,0,1,1,0,0,0,0,2009,0.004,0.069,2,1,2.2222222222222223,2,0,1,0,0,6,0,0
99.2,34,0,1,0,0,0,0,0,0,0,1,-0,1,1,1,0,0,0,1,0,1989,0.013,0,2,0,0.75,2,1,1,1,0,3,0,0
86,-12.7,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1989,0,0,3,0,1.1111111111111112,2,1,1,0,0,0,0,0
97.4,39.7,1,0,0,0,0,0,0,0,0,0,-0,1,0,1,1,0,0,0,0,1969,0.024,0.069,1,0,0.75,2,1,1,0,0,4,0,0
91.1,8.8,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2009,0,0,3,0,2.2222222222222223,2,1,1,0,0,4,0,0
92.5,7.2,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,0,1,1,0,0,1950,0.004,0.069,2,0,1.8181818181818181,2,1,0,0,0,8,1,0
84.9,-9.4,1,0,0,0,0,0,1,1,0,1,-0,0,0,1,1,0,0,0,0,1979,0.004,0.069,2,1,1.5,1,1,1,1,0,0,0,0
93.4,31.7,0,0,0,0,1,0,0,0,0,0,-0.5,0,0,1,0,0,0,0,1,1989,0.013,0.069,2,2,1.7777777777777777,1,0.5,0,1,0,17,0,0
86.5,6.9,1,0,0,0,0,0,1,0,0,0,-0.5,1,0,1,1,0,0,0,0,1959,0.004,0.069,1,1,1.6666666666666667,1,0.5,1,0,0,2,0,0
93.2,30.3,1,0,0,0,0,1,0,0,0,0,-1,0,0,1,1,0,0,0,0,1999,0.024,0.008,2,1,2,2,1,1,0,0,4,0,0
108.3,41.6,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,0,0,0,0,0,1999,0,0,3,0,1.6666666666666667,2,1,1,0,0,2,0,0
88.3,9.2,0,1,0,0,0,0,1,1,0,1,-0,0,1,1,1,0,0,1,0,1979,0.143,0.044,2,1,3,1,1,1,1,1,1,0,0
95.1,14.2,1,0,0,0,0,0,0,0,0,1,-1,0,1,1,0,0,0,0,0,1999,0,0,3,0,2,2,1,1,1,0,1,0,0
88.3,9.2,1,0,0,0,0,0,0,0,0,1,-1,0,1,1,0,0,0,1,0,1979,0.004,0,1,2,0.6,1,1,1,1,0,2,0,0
90.2,4.8,1,0,0,0,0,0,0,1,0,1,-0,0,1,1,1,0,0,1,0,1969,0.143,0,1,1,2.5,1,1,1,0,0,0,0,0
93.4,29.9,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,0,0,0,0,0,1989,0.013,0.069,2,0,2,1,1,1,0,0,10,0,0
89.6,-0.2,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,1,0,0,0,0,1989,0.013,0.069,2,1,1.1111111111111112,2,1,1,0,0,1,0,0
91.5,25.2,0,1,0,0,0,0,0,0,0,1,-1,0,1,1,0,0,0,0,0,2009,0,0,3,1,4,1,1,1,0,0,3,0,0
93.3,30.4,1,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,1999,0.004,0.069,2,2,1.6666666666666667,2,1,1,1,0,2,0,0
88.3,43.9,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,0,0,0,0,0,1950,0,0,3,0,3,2,0.5,0.5,0,0,4,1,0
85.9,5.5,1,0,0,0,0,0,0,0,0,0,-0.5,0,0,1,0,1,0,0,0,2009,0,0,3,1,2,2,0,1,1,0,8,1,0
92.6,18.1,1,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,0,1999,0,0.069,2,0,1.6666666666666667,3,1,1,0,0,2,0,0
108.6,37.8,1,0,0,0,0,0,1,0,0,0,-0,0,1,1,1,0,0,0,0,2009,0,0,3,0,1.25,2,1,1,0,0,6,1,0
84.9,-9.4,1,0,0,0,0,0,1,1,0,1,-0,0,0,1,1,0,0,0,0,1959,0,0,3,0,1.1111111111111112,1,1,1,0,0,5,0,0
91.4,25.4,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1950,0.143,0.069,1,1,2.5,1,1,1,0,0,6,0,0
99,26.7,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1979,0.143,0.069,1,2,1.6666666666666667,1,1,1,0,0,7,0,0
82.3,4.1,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1950,0,0,3,0,1.8181818181818181,2,1,1,0,0,3,0,0
91.2,5.1,1,0,0,0,0,0,0,1,0,1,-0.5,0,1,1,1,0,0,1,0,1979,0,0,3,0,3,2,0.5,1,0,0,0,0,0
90.8,49.9,1,0,0,0,0,1,0,1,0,1,-1,1,1,1,0,0,0,1,0,2015,0.41,0,0,0,0.25,2,1,0,0,0,0,0,0
85.7,15.7,0,1,0,0,0,0,0,1,0,0,-0,0,1,1,0,0,0,1,0,1989,0.004,0.013,1,2,1,2,0.5,1,1,0,2,0,0
84.5,8.8,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,1,0,0,0,0,1959,0.143,0.069,2,1,1.25,2,1,1,0,0,6,1,0
93.1,0.4,1,0,0,0,0,0,0,1,0,1,-1,0,0,1,1,0,0,0,0,1959,0.024,0.044,1,2,1.5,1,0,1,1,0,2,0,0
84.1,9.3,1,0,0,0,0,0,0,0,0,1,-0,1,0,1,1,0,0,0,0,1959,0.004,0.069,2,0,1.6666666666666667,2,1,1,0,0,4,0,0
84.3,42.5,1,0,0,0,0,0,0,1,0,0,-1,0,1,1,0,0,0,1,0,1989,0.024,0,2,2,0.75,1,0.5,1,0,0,3,0,0
91.2,11.5,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,0,0,0,0,0,2009,0.004,0.001,2,0,2.5,2,1,1,0,0,3,0,0
82.3,39,1,0,0,0,0,1,0,0,0,0,-1,1,1,1,1,0,0,1,0,1969,0.024,0,1,3,0.25,1,0,1,1,0,1,0,0
107.1,30.9,1,0,0,0,0,1,0,0,1,0,-1,1,0,1,1,0,0,0,0,1969,0,0,3,0,1.6666666666666667,1,1,1,0,0,0,0,0
91.2,15.7,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,0,0,0,0,0,1989,0,0,3,0,1.25,2,1,1,0,0,4,1,0
88,9.1,1,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0,0,1,0,1950,0.004,0.069,1,3,0.6,1,0.5,1,1,0,1,0,0
85.5,6.7,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1959,0.004,0.069,1,1,1.6666666666666667,1,1,1,0,0,2,0,0
86,8.4,0,1,0,0,0,0,0,1,0,1,-0,0,1,0,0,0,0,0,0,1959,0,0.069,2,0,2,2,0.5,1,0,0,0,0,0
87.5,10,1,0,0,0,0,0,0,1,0,0,-0,0,0,1,1,0,0,0,0,1959,0.143,0.069,2,1,1.6666666666666667,2,1,1,0,0,2,0,0
94.5,36,1,0,0,0,0,0,1,1,0,1,-0,0,0,1,1,0,0,0,0,1969,0,0,3,0,1.5,2,1,1,0,0,1,0,0
88.3,9.2,0,1,0,0,0,0,0,1,0,1,-0,1,1,1,1,0,0,1,0,1989,0,0,3,0,1,1,0,1,0,0,1,0,0
90,16.1,1,0,0,0,0,0,0,0,0,0,-0,0,0,1,0,1,0,0,0,2009,0,0,3,1,0.8571428571428571,1,1,1,0,0,2,0,0
91.9,33.4,0,1,0,0,0,0,0,1,0,1,-0,0,1,0,0,0,0,0,0,1950,0,0,3,1,1.6666666666666667,1,0,0.5,0,0,1,0,0
108.6,37.8,1,0,0,0,0,0,1,1,0,1,-0,1,1,0,0,0,0,1,0,1989,0,0,3,0,3,1,0.5,1,0,0,1,0,0
91,16.5,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,1989,0,0,3,0,0.75,2,1,1,0,0,0,0,0
97.4,31.6,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,0,0,0,0,1,1979,0.004,0.069,2,0,2,2,0.5,0.5,1,0,4,0,0
85.8,7.9,0,0,0,1,0,0,1,0,0,0,-0,0,0,1,0,1,0,0,0,1979,0.013,0.069,2,1,0.6666666666666666,2,0.5,1,1,0,4,1,0
84.4,15.8,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,1,0,0,1950,0.004,0.069,2,2,2,2,1,1,0,0,4,0,0
97.4,39.7,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2009,0,0,3,1,1.7777777777777777,2,1,1,0,0,3,0,0
91.2,5.1,0,1,0,0,0,0,0,1,0,1,-0.5,0,1,1,1,0,0,1,0,1979,0.004,0,1,2,1,1,1,1,0,0,1,0,0
90.8,49.9,1,0,0,0,0,1,1,0,0,1,-0,1,1,1,0,0,0,1,0,1999,0.013,0,2,1,1,1,1,0,0,0,0,0,0
82.3,39,1,0,0,0,0,1,0,0,0,0,-0.5,0,0,1,1,0,0,0,1,1999,0,0.013,2,1,1.2,1,0.5,1,0,0,1,0,0
91.1,16.6,0,0,1,0,0,0,0,0,0,1,-0,1,1,0,0,0,0,0,0,1950,0.013,0.008,1,0,0.375,2,0,1,1,1,0,0,1
93.1,31.8,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,1,0,0,0,0,1979,0,0,3,1,3.3333333333333335,1,1,1,0,0,9,1,0
91.4,25.4,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,0,0,0,0,1999,0.024,0.069,1,3,2.6666666666666665,1,1,1,0,0,5,0,0
88,27.3,1,0,0,0,0,0,0,0,0,1,-0.5,1,1,1,0,0,0,0,0,1979,0,0,3,0,1,2,1,1,0,0,2,0,0
88.7,3.7,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,1950,0,0,3,0,2.5,2,1,1,1,1,7,0,0
89.6,-0.2,1,0,0,0,0,0,1,1,0,0,-0,0,1,1,1,0,0,1,0,1979,0.143,0,1,3,1.2,2,1,1,0,0,3,0,0
75.5,29.6,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,0,1,0,0,0,1979,0,0,3,0,2.857142857142857,2,1,1,0,0,0,1,0
91.5,15.9,0,1,0,0,0,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,1999,0.004,0.069,2,1,1.2,2,1,1,1,0,1,0,0
88.2,17.7,1,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,1989,0,0,3,0,0.42857142857142855,2,1,1,0,0,3,0,0
91.4,42.9,1,0,0,0,0,0,0,1,0,1,-1,0,1,1,0,0,0,1,0,2015,0.41,0,2,0,0.5,2,1,1,0,0,0,0,0
87.9,9.6,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,1989,0.004,0.069,1,1,2,2,0,1,1,0,1,0,0
88.5,15.6,1,0,0,0,0,0,1,0,0,0,-1,1,0,1,0,0,1,0,0,1979,0.004,0.069,2,0,1.25,2,1,1,0,0,5,0,0
88.3,9.2,0,1,0,0,0,0,1,1,0,1,-0,0,1,1,0,0,0,1,0,1979,0,0,3,1,0.25,2,1,1,1,0,0,0,0
97.9,33,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,1,0,0,0,0,1969,0.004,0.044,2,1,1,2,1,1,0,0,5,0,0
86.5,7.4,1,0,0,0,0,0,1,0,0,0,-0,1,0,1,1,0,0,0,0,1969,0,0,3,0,1.6666666666666667,2,1,1,0,0,2,1,0
82.3,4.1,1,0,0,0,0,0,0,0,0,0,-0.5,0,0,1,1,0,0,0,0,1950,0,0,3,0,2,2,0.5,1,0,0,3,0,0
80.2,46.4,1,0,0,0,0,0,0,0,0,0,-0.5,0,0,1,1,0,0,0,0,1999,0,0,3,0,1.4285714285714286,2,0,1,1,0,1,0,0
78.1,41.4,0,0,1,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,1979,0.013,0.013,2,1,1.5,2,0,0,0,0,1,0,0
86.4,16,0,1,0,0,0,0,0,1,0,1,-0,0,1,1,1,0,0,1,0,1969,0.143,0,1,2,1.5,1,0,1,1,0,1,0,0
87.5,4.9,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2009,0,0,3,1,2,2,1,1,0,0,5,1,0
82.3,39,0,1,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,1,0,1979,0.41,0,0,1,0.3333333333333333,2,0,0,1,0,1,0,0
82.5,26.2,1,0,0,0,0,0,1,0,0,0,-0,1,0,1,0,1,0,0,0,2009,0,0.069,2,0,1.4285714285714286,2,1,1,0,0,1,0,0
89.9,14,1,0,0,0,0,0,0,0,0,0,-0,1,0,1,1,0,0,0,0,1959,0.004,0.069,2,1,2,2,1,1,0,0,2,0,0
90.4,36.5,1,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,1,1979,0.013,0.001,2,0,1,1,0.5,1,0,0,1,0,0
90.8,18,0,0,1,0,0,0,0,0,0,1,-1,1,0,1,0,0,0,0,0,1950,0.143,0.069,2,1,5.333333333333333,2,0.5,1,0,0,3,0,0
86.5,6.9,1,0,0,0,0,0,1,1,0,1,-0,1,0,1,1,0,0,0,0,1969,0.004,0.069,2,1,0.6,2,0,1,0,1,2,0,0
91.1,43,1,0,0,0,0,0,0,1,0,0,-0,0,0,1,0,0,0,0,0,1989,0.004,0.069,2,0,2,1,1,1,0,0,5,1,0
97.9,33,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,0,0,0,0,1959,0.004,0.069,0,1,2,2,1,1,0,0,2,0,0
92.6,10.6,1,0,0,0,0,1,0,1,0,1,-0,0,0,1,1,0,0,0,0,2009,0,0,3,0,0.8571428571428571,2,1,1,0,0,1,0,0
91.5,15.9,0,1,0,0,0,0,1,1,0,1,-0,1,0,1,1,0,1,0,0,1950,0.013,0.069,1,0,2.857142857142857,1,1,1,1,0,2,0,0
90.9,39.2,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,0,0,1,0,0,1969,0.143,0.001,2,1,1.6666666666666667,2,1,1,1,0,2,1,0
88,27.3,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,1950,0.013,0.069,2,0,2.5,1,0.5,1,1,0,3,0,0
91.6,35.1,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,2009,0,0,3,0,1.3333333333333333,2,1,1,0,0,7,1,0
86.2,34.6,1,0,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,2009,0.004,0.069,2,1,2.5,2,1,1,1,0,5,0,0
95.1,14.2,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,1,0,0,0,0,1979,0,0,3,0,0.8571428571428571,2,1,1,0,0,3,0,0
86.5,3.2,0,1,0,0,0,0,0,0,1,1,-0,1,1,0,0,0,0,0,0,1950,0.004,0.069,1,2,0.9090909090909091,1,0,1,1,1,5,0,1
92.6,10.6,1,0,0,0,0,0,1,1,0,0,-1,0,0,1,0,0,0,1,0,1950,0.004,0,2,1,0.5,2,1,1,0,0,0,0,0
90.5,42.5,0,0,0,1,0,0,0,1,0,1,-0,0,1,1,0,0,0,1,0,1989,0,0,3,0,0.6,1,1,1,0,0,3,0,0
83.9,7.4,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,1,1,0,1979,0,0,3,0,2,2,0.5,1,0,0,0,0,0
108.3,41.6,0,1,0,0,0,0,0,0,0,1,-1,0,1,1,0,0,0,0,0,1999,0.024,0.069,2,0,1,2,0,1,0,0,3,0,0
83.4,24.5,1,0,0,0,0,0,1,1,0,0,-0,0,0,1,1,0,0,0,0,1950,0,0,3,0,1.6666666666666667,3,0,1,0,0,1,0,0
94.5,36,1,0,0,0,0,1,0,1,0,0,-1,0,0,1,1,0,0,0,0,1979,0.143,0.069,2,0,1.5,1,1,1,0,0,5,0,0
82.2,-0.2,1,0,0,0,0,0,0,0,0,1,-1,1,0,1,0,0,1,0,0,1999,0.004,0.069,2,1,1,2,0,1,1,0,3,0,0
91.9,33.4,0,1,0,0,0,0,0,0,0,1,-1,1,1,1,0,0,0,1,0,2015,0.41,0,2,1,1,1,1,1,0,0,3,0,0
92.8,19.3,1,0,0,0,0,0,1,1,0,1,-0,1,0,1,0,0,1,0,0,1950,0,0,3,0,2.2857142857142856,2,1,1,0,0,4,0,0
97.9,33,0,1,0,0,0,0,0,0,0,1,-0.5,1,1,1,0,0,0,0,0,1989,0,0,3,0,0.75,1,1,0,1,0,3,0,0
91,16.5,1,0,0,0,0,0,0,0,0,0,-0,0,0,1,1,0,0,0,0,1979,0.004,0.069,2,1,1.6,2,1,1,0,0,3,0,0
91.2,11.5,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,0,0,0,0,0,1969,0.004,0.069,2,1,1.6666666666666667,2,1,1,0,0,4,0,0
65.7,7.1,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,1,0,0,1999,0.004,0.001,2,0,0.8571428571428571,2,0,0.5,1,0,1,0,0
89.5,5.4,1,0,0,0,0,0,0,1,0,1,-0,1,1,1,1,0,0,1,0,1969,0.143,0,1,1,1.2,1,1,1,0,0,1,0,0
93.1,31.8,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,1979,0.143,0.069,2,1,1.6666666666666667,1,1,0,0,0,4,0,0
89.4,17.3,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1999,0.004,0.069,2,1,1.6666666666666667,2,1,1,0,0,1,0,0
91,11.9,0,0,0,0,1,0,0,0,0,1,-0,0,0,1,0,0,0,0,0,2009,0.004,0.001,2,2,0.6666666666666666,2,1,1,1,1,7,0,1
88,-2.8,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1950,0.013,0.069,2,1,2.857142857142857,1,0.5,1,0,0,1,0,0
98.1,32.8,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,2009,0.143,0.069,2,0,1.7777777777777777,2,1,0,0,0,6,0,0
89.4,17.3,1,0,0,0,0,0,0,0,0,1,-0,1,0,1,1,0,0,0,0,1969,0,0,3,1,1.1111111111111112,2,1,1,0,0,5,0,0
95.1,14.2,1,0,0,0,0,0,0,0,0,1,-1,0,1,1,1,0,0,1,0,1989,0.143,0.069,2,1,1.5,1,1,1,0,0,2,0,0
90.8,18,0,0,1,0,0,0,0,0,1,1,-0,1,1,1,1,0,0,0,0,2009,0.143,0.069,1,1,2,1,0,1,0,0,1,0,0
90.4,22.2,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1989,0,0,3,0,1.6666666666666667,2,1,1,0,0,7,0,0
88.7,3.7,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,0,0,0,0,1959,0.143,0.069,1,1,1.6666666666666667,2,1,1,0,0,3,1,0
91.3,15.9,1,0,0,0,0,0,0,0,1,1,-0,1,0,1,0,0,0,0,1,1979,0.004,0.001,1,2,2.5,1,0.5,0.5,1,0,4,0,0
90,16.1,1,0,0,0,0,0,1,0,0,1,-0,1,1,1,1,0,0,1,0,1999,0,0,3,1,2.5,2,1,1,0,0,1,0,0
80.7,46,1,0,0,0,0,1,0,0,0,0,-1,0,1,1,1,0,0,1,0,1959,0,0,3,0,0.5,2,0,0,0,0,1,0,0
93.2,21.5,1,0,0,0,0,0,1,0,0,0,-1,0,0,1,1,0,0,0,0,1989,0.143,0.069,2,0,2.2222222222222223,2,1,1,0,0,6,0,0
91.4,25.4,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1999,0,0,3,0,2.2857142857142856,2,1,1,0,0,4,1,0
88.3,9.2,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,1,0,0,0,0,1950,0.143,0.069,2,1,1.875,1,1,1,0,0,1,1,0
92.5,24.9,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,0,0,0,0,1,1999,0,0,3,0,1.1111111111111112,2,1,1,1,1,7,0,0
88,9.1,1,0,0,0,0,0,1,1,0,1,-0,0,1,0,0,0,0,1,0,1979,0.143,0,2,0,0.75,2,1,1,0,0,0,0,0
93.1,0.4,1,0,0,0,0,0,0,0,1,1,-0.5,1,1,1,1,0,0,0,0,1950,0.013,0.069,1,3,2.5,1,0.5,1,1,0,5,0,0
90.2,20.5,1,0,0,0,0,1,0,0,0,1,-1,1,0,1,0,0,0,0,0,1950,0,0,3,0,1.2,2,0,1,0,0,1,0,0
97.2,32.7,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2009,0.143,0.069,2,1,2.2222222222222223,1,1,1,0,0,7,0,0
84.2,-12.9,1,0,0,0,0,0,0,1,0,1,-0.5,0,1,1,1,0,0,1,0,1969,0.004,0,2,0,0.75,2,0.5,1,1,0,1,0,0
90.4,48,0,1,0,0,0,0,0,1,0,0,-1,0,1,1,0,0,0,1,0,1989,0.41,0,1,1,0.75,1,1,1,0,0,1,0,0
87.4,32.1,0,1,0,0,0,0,0,0,0,1,-1,0,1,1,1,0,0,1,0,1989,0.024,0.069,2,1,2,2,1,1,0,0,0,0,0
87.8,6.3,1,0,0,0,0,0,1,1,0,1,-0,1,1,1,1,0,0,1,0,1950,0.143,0,2,1,0.6,1,1,1,0,0,1,0,0
81.8,13,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,1,0,1950,0,0,3,0,0.6,2,0.5,1,0,0,0,0,0
88.3,9.2,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2009,0.004,0.069,1,3,0.42857142857142855,2,1,1,1,0,3,0,1
98.4,30.3,0,1,0,0,0,0,1,1,0,1,-0,1,0,1,1,0,0,0,0,1979,0,0,3,0,1,2,1,1,1,0,4,1,0
85.5,6.7,1,0,0,0,0,0,1,0,0,1,-0,1,1,1,1,0,0,0,0,1950,0,0,3,0,1.6666666666666667,1,0.5,1,1,1,7,0,0
94.3,42.1,1,0,0,0,0,1,1,0,0,1,-0,1,1,0,0,0,0,1,0,1989,0,0,3,1,1,1,0.5,1,0,0,2,0,0
92.4,19.3,1,0,0,0,0,0,1,0,0,0,-0,1,0,1,0,0,0,0,0,1989,0.143,0.069,2,1,1.6666666666666667,1,1,1,1,0,7,0,0
87.6,-14.5,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2015,0,0,3,1,1.25,2,1,1,0,0,0,0,0
88,27.3,0,0,0,1,0,0,0,0,0,1,-0,0,0,1,1,0,0,0,0,1950,0.013,0.069,2,0,1.2,2,0.5,1,1,0,3,0,0
108.3,41.6,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,1,0,0,0,0,1979,0,0,3,0,4.285714285714286,2,1,1,0,0,7,0,0
86.5,17.8,0,0,1,0,0,0,0,0,0,1,-1,1,1,1,1,0,0,1,0,1989,0.143,0.038,2,1,1.5,2,0.5,1,0,0,1,0,0
92.4,19.3,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1969,0.143,0.069,2,1,1.25,1,1,1,0,0,7,0,0
89.7,18,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,1,0,0,0,0,1950,0.143,0.008,2,0,1.7777777777777777,1,0.5,1,0,0,5,0,0
87.5,10,1,0,0,0,0,0,1,1,0,1,-0,1,0,1,1,0,0,0,0,1959,0,0,3,0,1,2,1,1,0,0,3,0,0
90,14.3,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2009,0,0,3,1,1.6666666666666667,2,1,1,0,0,4,1,0
87.1,40.4,1,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,1969,0,0,3,0,1.6666666666666667,2,1,1,0,0,2,0,0
93.1,0.4,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,1,0,1950,0.024,0.069,1,3,1.2,1,0,1,1,0,4,0,0
87.8,6.3,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,1,0,0,0,0,1999,0,0,3,0,1.6666666666666667,2,1,1,0,0,1,0,0
85.8,-1.8,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,1,0,1979,0,0,3,0,0.75,2,0.5,1,1,0,2,0,0
88,27.3,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,1,2015,0.004,0.001,1,1,2,1,0.5,0.5,0,0,2,0,0
75.5,29.6,1,0,0,0,0,0,0,0,0,0,-0.5,0,0,1,0,0,0,0,0,1989,0,0,3,0,3,2,1,1,0,0,1,1,0
91.4,25.4,1,0,0,0,0,0,0,1,0,1,-0,0,1,1,1,0,0,0,0,1989,0,0,3,1,1.6666666666666667,1,1,1,1,1,3,0,0
84.5,8.8,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,1,0,0,0,1,2015,0,0,3,0,1.4285714285714286,2,1,1,0,0,3,0,0
88.2,37.7,0,0,0,1,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1950,0.013,0.069,1,2,2.6666666666666665,1,0,1,0,0,4,1,0
89.7,18,1,0,0,0,0,1,0,1,0,1,-0,1,1,0,0,0,0,1,0,1979,0.143,0,2,0,1.5,1,0.5,1,0,0,3,0,0
91.1,33.6,1,0,0,0,0,1,0,0,0,1,-0,1,1,1,0,0,0,0,0,1989,0.41,0.069,1,1,0.75,1,1,0,1,0,2,0,0
88.4,15.5,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,1,0,0,0,0,1969,0,0,3,0,1.25,2,1,1,0,0,2,0,0
